last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,address,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id
Pritchard,Joel,McFee,,,,1925-05-05,M,rep,WA,1,,Republican,,P000546,932,,,,,408930
Burton,Sala,Galante,,,,1925-04-01,F,rep,CA,5,,Democrat,,B001158,157,,,,,402100
Rees,Thomas,Mankell,,,,1925-03-26,M,rep,CA,23,,Democrat,,R000134,950,,,,,409113
Grotberg,John,,,,,1925-03-23,M,rep,IL,14,,Republican,,G000499,470,,,,,404844
Helstoski,Henry,,,,,1925-03-21,M,rep,NJ,9,,Democrat,,H000465,529,,,,,405328
Addabbo,Joseph,Patrick,,,,1925-03-17,M,rep,NY,6,,Democrat,,A000052,6,,,,,400713
Whitehurst,George,William,,,,1925-03-12,M,rep,VA,2,,Republican,,W000406,1221,,,,,411566
Collins,George,Washington,,,,1925-03-05,M,rep,IL,6,,Democrat,,C000637,,,,,,402766
McKay,Koln,Gunn,,,,1925-02-23,M,rep,UT,1,,Democrat,,M000490,777,,,,,407485
Stokes,Louis,,,,,1925-02-23,M,rep,OH,11,,Democrat,,S000948,1115,,,,,410407
Waldie,Jerome,Russell,,,,1925-02-15,M,rep,CA,14,,Democrat,,W000035,1193,,,,,411215
Battin,James,Franklin,,,,1925-02-13,M,rep,MT,2,,Republican,,B000241,,,,,,401236
Hannaford,Mark,Warren,,,,1925-02-07,M,rep,CA,34,,Democrat,,H000166,495,,,,,405048
Thompson,Standish,Fletcher,,,,1925-02-05,M,rep,GA,5,,Republican,,T000217,,,,,,410796
McClure,James,Albertus,,,,1924-12-27,M,sen,ID,,2,Republican,,M000346,1394,,S063,,,407355
Koch,Edward,Irving,,,,1924-12-12,M,rep,NY,18,,Democrat,,K000302,643,,,,,406458
Regula,Ralph,,,,,1924-12-03,M,rep,OH,16,,Republican,,R000141,951,N00003651,,H6OH16029,,400334
Chisholm,Shirley,Anita,,,,1924-11-30,F,rep,NY,12,,Democrat,,C000371,195,,,,,402510
Martin,Patrick,Minor,,,,1924-11-25,M,rep,CA,38,,Republican,,M000197,,,,,,407217
Terry,John,Hart,,,,1924-11-14,M,rep,NY,34,,Republican,,T000134,,,,,,410716
Gray,Kenneth,James,,,,1924-11-14,M,rep,IL,22,,Democrat,,G000400,459,,,,,404750
Sweeney,Robert,E.,,,,1924-11-04,M,rep,OH,0,,Democrat,,S001103,,,,,,410555
Lewis,Thomas,F.,,,,1924-10-26,M,rep,FL,16,,Republican,,L000295,690,,,,,406790
Vivian,Weston,Edward,,,,1924-10-25,M,rep,MI,2,,Democrat,,V000109,,,,,,411163
Heftel,Cecil,Landau,,,,1924-09-30,M,rep,HI,1,,Democrat,,H000449,526,,,,,405314
Coad,Merwin,,,,,1924-09-28,M,rep,IA,6,,Democrat,,C000540,,,,,,402673
Nielson,Howard,Curtis,,,,1924-09-12,M,rep,UT,3,,Republican,,N000106,865,,,,,408190
Akaka,Daniel,Kahikina,,,Daniel K. Akaka,1924-09-11,M,sen,HI,,1,Democrat,141 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,A000069,7,N00007653,S213,S0HI00084,8704,300001
Ford,Wendell,Hampton,,,,1924-09-08,M,sen,KY,,3,Democrat,,F000268,1334,,S033,,,404219
Inouye,Daniel,K.,,,Daniel K. Inouye,1924-09-07,M,sen,HI,,3,Democrat,722 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,I000025,1369,N00001762,S051,S4HI00011,2568,300056
Melcher,John,,,,,1924-09-06,M,sen,MT,,1,Democrat,,M000635,790,,,,,407622
Guarini,Frank,Joseph,Jr.,,,1924-08-20,M,rep,NJ,14,,Democrat,,G000511,472,,,,,404856
Mitchell,Harlan,Erwin,,,,1924-08-17,M,rep,GA,7,,Democrat,,M000812,,,,,,407787
Mills,William,Oswald,,,,1924-08-12,M,rep,MD,1,,Republican,,M000779,811,,,,,407757
Kelly,Richard,,,,,1924-07-31,M,rep,FL,5,,Republican,,K000077,623,,,,,406247
Church,Frank,Forrester,,,,1924-07-25,M,sen,ID,,3,Democrat,,C000388,1305,,,,,402527
Denton,Jeremiah,Andrew,Jr.,,,1924-07-15,M,sen,AL,,3,Republican,,D000259,1316,,,,,403397
Ammerman,Joseph,Scofield,,,,1924-07-14,M,rep,PA,23,,Democrat,,A000177,15,,,,,400832
Resnick,Joseph,Yale,,,,1924-07-13,M,rep,NY,28,,Democrat,,R000164,,,,,,409141
Pettis,Shirley,Neil,,,,1924-07-12,F,rep,CA,37,,Republican,,P000273,914,,,,,408673
Kuykendall,Dan,Heflin,,,,1924-07-09,M,rep,TN,8,,Republican,,K000348,654,,,,,406501
Holt,Joseph,Franklin,III,,,1924-07-06,M,rep,CA,22,,Republican,,H000746,,,,,,405597
Bush,George,Herbert Walker,,,,1924-06-12,M,rep,TX,7,,Republican,,B001166,,,,,,402108
Wydler,John,Waldemar,,,,1924-06-09,M,rep,NY,5,,Republican,,W000780,1248,,,,,411928
May,Edwin,Hyland,Jr.,,,1924-05-28,M,rep,CT,1,,Republican,,M000274,,,,,,407292
Evans,Thomas,Cooper,,,,1924-05-26,M,rep,IA,3,,Republican,,E000259,358,,,,,403940
Hyde,Henry,John,,,,1924-04-18,M,rep,IL,6,,Republican,,H001022,580,N00004702,,,,400192
Runnels,Harold,Lowell,,,,1924-03-17,M,rep,NM,2,,Democrat,,R000510,1001,,,,,409469
Kornegay,Horace,Robinson,,,,1924-03-12,M,rep,NC,6,,Democrat,,K000318,,,,,,406472
Roe,Robert,A.,,,,1924-02-28,M,rep,NJ,8,,Democrat,,R000383,974,,,,,409353
Hathaway,William,Dodd,,,,1924-02-21,M,sen,ME,,2,Democrat,,H000346,1354,,,,,405215
McVicker,Roy,Harrison,,,,1924-02-20,M,rep,CO,2,,Democrat,,M000610,,,,,,407599
Fraser,Donald,MacKay,,,,1924-02-20,M,rep,MN,5,,Democrat,,F000350,411,,,,,404297
Stanton,John,William,,,,1924-02-20,M,rep,OH,11,,Republican,,S000804,1099,,,,,410270
Long,Catherine,Small,,,,1924-02-07,F,rep,LA,8,,Democrat,,L000411,702,,,,,406902
Rarick,John,Richard,,,,1924-01-29,M,rep,LA,6,,Democrat,,R000065,945,,,,,409045
Kastenmeier,Robert,William,,,,1924-01-24,M,rep,WI,2,,Democrat,,K000020,620,,,,,406191
Lautenberg,Frank,R.,,,Frank R. Lautenberg,1924-01-23,M,sen,NJ,,2,Democrat,141 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,L000123,1381,N00000659,S166,S2NJ00080,2515,300064
Hall,Sam,Blakeley,Jr.,,,1924-01-11,M,rep,TX,1,,Democrat,,H000070,485,,,,,404954
Reinecke,Edwin,,,,,1924-01-07,M,rep,CA,27,,Republican,,R000159,,,,,,409136
Thone,Charles,,,,,1924-01-04,M,rep,NE,1,,Republican,,T000234,1154,,,,,410813
Denholm,Frank,Edward,,,,1923-11-29,M,rep,SD,1,,Democrat,,D000234,286,,,,,403372
Shoup,Richard,Gardner,,Dick,,1923-11-29,M,rep,MT,1,,Republican,,S000383,1052,,,,,409877
Bentley,Helen,Delich,,,,1923-11-28,F,rep,MD,2,,Republican,,B000392,78,,,,,401383
Brewster,Daniel,Baugh,,,,1923-11-23,M,sen,MD,,3,Democrat,,B000813,,,,,,401770
Young,Robert,Anton,III,,,1923-11-22,M,rep,MO,2,,Democrat,,Y000051,1259,,,,,411983
Stevens,Ted,F.,,,,1923-11-18,M,sen,AK,,2,Republican,,S000888,1440,N00007997,S090,S2AK00010,,300094
Richmond,Frederick,William,,,,1923-11-15,M,rep,NY,14,,Democrat,,R000232,959,,,,,409208
Griffin,Robert,Paul,,,,1923-11-06,M,sen,MI,,2,Republican,,G000465,1344,,,,,404810
Poff,Richard,Harding,,,,1923-10-19,M,rep,VA,6,,Republican,,P000401,,,,,,408794
Quie,Albert,Harold,,,,1923-09-18,M,rep,MN,1,,Republican,,Q000010,936,,,,,408973
Evans,Frank,Edward,,,,1923-09-06,M,rep,CO,3,,Democrat,,E000240,360,,,,,403924
Brown,Garry,Eldridge,,,,1923-08-12,M,rep,MI,3,,Republican,,B000917,133,,,,,401873
Hinshaw,Andrew,Jackson,,,,1923-08-04,M,rep,CA,40,,Republican,,H000638,542,,,,,405493
Dole,Robert,Joseph,,,,1923-07-22,M,sen,KS,,3,Republican,,D000401,1318,,S026,,,403515
Garland,Peter,Adams,,,,1923-06-16,M,rep,ME,1,,Republican,,G000069,,,,,,404442
Grabowski,Bernard,Francis,,,,1923-06-11,M,rep,CT,6,,Democrat,,G000348,,,,,,404704
Rosenthal,Benjamin,Stanley,,,,1923-06-08,M,rep,NY,7,,Democrat,,R000442,987,,,,,409406
Mitchell,Donald,Jerome,,,,1923-05-08,M,rep,NY,31,,Republican,,M000808,817,,,,,407783
Long,Gillis,William,,,,1923-05-04,M,rep,LA,8,,Democrat,,L000417,704,,,,,406908
Hall,Ralph,M.,,,Ralph M. Hall,1923-05-03,M,rep,TX,4,,Republican,2405 Rayburn HOB; Washington DC 20515-4304,H000067,484,N00005645,,H0TX04037,7354,400165
White,Richard,Crawford,,,,1923-04-29,M,rep,TX,16,,Democrat,,W000390,1219,,,,,411551
Clausen,Donald,Holst,,,,1923-04-27,M,rep,CA,2,,Republican,,C000475,201,,,,,402613
Moore,Arch,Alfred,Jr.,,,1923-04-16,M,rep,WV,1,,Republican,,M000892,,,,,,407864
Moorhead,William,Singer,,,,1923-04-08,M,rep,PA,14,,Democrat,,M000930,831,,,,,407901
Scherle,William,Joseph,,,,1923-03-14,M,rep,IA,5,,Republican,,S000121,1028,,,,,409629
Buckley,James,Lane,,,,1923-03-09,M,sen,NY,,1,Conservative,,B001026,1294,,,,,401976
Gude,Gilbert,,,,,1923-03-09,M,rep,MD,8,,Republican,,G000513,474,,,,,404858
Michel,Robert,Henry,,,,1923-03-02,M,rep,IL,18,,Republican,,M000692,801,,,,,407676
Hillings,Patrick,Jerome,,,,1923-02-19,M,rep,CA,25,,Republican,,H000623,,,,,,405481
Abdnor,James,,,,,1923-02-13,M,sen,SD,,3,Republican,,A000009,1,,,,,400672
Ashley,Thomas,Ludlow,,,,1923-01-11,M,rep,OH,9,,Democrat,,A000222,32,,,,,400959
Grisham,Wayne,Richard,,,,1923-01-10,M,rep,CA,33,,Republican,,G000480,468,,,,,404825
Young,Samuel,Hollingsworth,,,,1922-12-26,M,rep,IL,10,,Republican,,Y000052,1260,,,,,411984
Wright,James,Claude,Jr.,,,1922-12-22,M,rep,TX,12,,Democrat,,W000763,1244,,,,,411912
Brooks,Jack,Bascom,,,,1922-12-18,M,rep,TX,9,,Democrat,,B000880,127,,,,,401837
Hungate,William,Leonard,,,,1922-12-14,M,rep,MO,9,,Democrat,,H000965,573,,,,,405809
Gilman,Benjamin,,,,,1922-12-06,M,rep,NY,20,,Republican,,G000212,440,,,,,400536
Diggs,Charles,Coles,Jr.,,,1922-12-02,M,rep,MI,13,,Democrat,,D000344,298,,,,,403462
Vander Veen,Richard,Franklin,,,,1922-11-26,M,rep,MI,5,,Democrat,,V000029,1181,,,,,411120
Young,Clarence,Clifton,,,,1922-11-07,M,rep,NV,0,,Republican,,Y000032,,,,,,411965
Conable,Barber,Benjamin,Jr.,,,1922-11-02,M,rep,NY,30,,Republican,,C000666,225,,,,,402793
Chafee,John,Hubbard,,,,1922-10-22,M,sen,RI,,1,Republican,,C000269,1303,,S116,,,402412
Lloyd,James,Fredrick,,,,1922-09-27,M,rep,CA,35,,Democrat,,L000379,697,,,,,406871
Stringfellow,Douglas,R.,,,,1922-09-24,M,rep,UT,1,,Republican,,S001006,,,,,,410463
McIntosh,Robert,John,,,,1922-09-16,M,rep,MI,7,,Republican,,M000483,,,,,,407479
Laird,Melvin,Robert,,,,1922-09-01,M,rep,WI,7,,Republican,,L000024,,,,,,406534
Watson,Albert,William,,,,1922-08-30,M,rep,SC,2,,Republican,,W000197,,,,,,411368
Huber,Robert,James,,,,1922-08-29,M,rep,MI,18,,Republican,,H000897,568,,,,,405743
Karth,Joseph,Edward,,,,1922-08-26,M,rep,MN,4,,Democrat,,K000014,617,,,,,406186
Cramer,William,Cato,,,,1922-08-04,M,rep,FL,8,,Republican,,C000869,,,,,,402983
Laxalt,Paul,Dominque,,,,1922-08-02,M,sen,NV,,3,Republican,,L000148,1382,,,,,406653
Mathias,Charles,McCurdy,Jr.,,,1922-07-24,M,sen,MD,,3,Republican,,M000241,1391,,,,,407259
McGovern,George,Stanley,,,,1922-07-19,M,sen,SD,,3,Democrat,,M000452,1397,,,,,407451
MacGregor,Clark,,,,,1922-07-12,M,rep,MN,3,,Republican,,M000010,,,,,,407040
Hatfield,Mark,Odom,,,,1922-07-12,M,sen,OR,,2,Republican,,H000343,1352,,S044,,,405212
Harvey,James,,,,,1922-07-04,M,rep,MI,8,,Republican,,H000306,509,,,,,405179
Ryan,William,Fitts,,,,1922-06-28,M,rep,NY,20,,Democrat,,R000562,,,,,,409518
Brotzman,Donald,Glenn,,,,1922-06-28,M,rep,CO,2,,Republican,,B000893,129,,,,,401850
Udall,Morris,King,,,,1922-06-15,M,rep,AZ,2,,Democrat,,U000001,1173,,,,,411025
Moorhead,Carlos,John,,,,1922-05-06,M,rep,CA,27,,Republican,,M000926,830,,,,,407899
Hammerschmidt,John,Paul,,,,1922-05-04,M,rep,AR,3,,Republican,,H000124,490,,,,,405006
Mitchell,Parren,James,,,,1922-04-29,M,rep,MD,7,,Democrat,,M000826,818,,,,,407801
Broomfield,William,S.,,,,1922-04-28,M,rep,MI,18,,Republican,,B000890,128,,,,,401847
Gill,Thomas,Ponce,,,,1922-04-21,M,rep,HI,1,,Democrat,,G000192,,,,,,404557
Washington,Harold,,,,,1922-04-15,M,rep,IL,1,,Democrat,,W000180,1204,,,,,411353
Barnard,Druie,Douglas,Jr.,,,1922-03-20,M,rep,GA,10,,Democrat,,B000153,54,,,,,401155
McVey,Walter,Lewis,Jr.,,,1922-02-19,M,rep,KS,3,,Republican,,M000608,,,,,,407597
Anderson,John,Bayard,,,,1922-02-15,M,rep,IL,16,,Republican,,A000195,17,,,,,400850
Hughes,Harold,Everett,,,,1922-02-10,M,sen,IA,,3,Democrat,,H000922,1364,,,,,405767
Burdick,Jocelyn,Birch,,,,1922-02-06,F,sen,ND,,1,Democrat,,B001076,1296,,S220,,,402022
Chappell,William,Venroe,Jr.,,,1922-02-03,M,rep,FL,4,,Democrat,,C000321,191,,,,,402463
Bandstra,Bert,Andrew,,,,1922-01-25,M,rep,IA,4,,Democrat,,B000108,,,,,,401109
Schmidhauser,John,Richard,,,,1922-01-03,M,rep,IA,1,,Democrat,,S000131,,,,,,409639
Cowger,William,Owen,,,,1922-01-01,M,rep,KY,3,,Republican,,C000823,,,,,,402941
Hollings,Ernest,F.,,Fritz,,1922-01-01,M,sen,SC,,3,Democrat,,H000725,1361,N00002423,S047,,,300053
McCormack,Mike,,,,,1921-12-14,M,rep,WA,4,,Democrat,,M000365,762,,,,,407370
Burgener,Clair,Walter,,,,1921-12-05,M,rep,CA,43,,Republican,,B001080,147,,,,,402026
Lindsay,John,Vliet,,,,1921-11-24,M,rep,NY,17,,Republican,,L000326,,,,,,406819
Senner,George,Frederick,Jr.,,,1921-11-24,M,rep,AZ,3,,Democrat,,S000243,,,,,,409747
Conte,Silvio,Ottavio,,,,1921-11-09,M,rep,MA,1,,Republican,,C000709,228,,,,,402833
Sandman,Charles,William,Jr.,,,1921-10-23,M,rep,NJ,2,,Republican,,S000045,1011,,,,,409560
Helms,Jesse,,,,,1921-10-18,M,sen,NC,,2,Republican,,H000463,1359,,S046,,,300154
Sims,Hugo,Sheridan,Jr.,,,1921-10-14,M,rep,SC,2,,Democrat,,S000439,,,,,,409933
Todd,Paul,Harold,Jr.,,,1921-09-22,M,rep,MI,3,,Democrat,,T000294,,,,,,410867
Zion,Roger,Herschel,,,,1921-09-17,M,rep,IN,8,,Republican,,Z000010,1265,,,,,412003
Peyser,Peter,A.,,,,1921-09-07,M,rep,NY,23,,Democrat,,P000280,915,,,,,408680
Bellmon,Henry,Louis,,,,1921-09-03,M,sen,OK,,3,Republican,,B000351,1279,,,,,401343
Ketchum,William,Matthew,,,,1921-09-02,M,rep,CA,18,,Republican,,K000153,629,,,,,406317
Pike,Otis,Grey,,,,1921-08-31,M,rep,NY,1,,Democrat,,P000348,918,,,,,408745
Exon,J.,James,,,,1921-08-09,M,sen,NE,,2,Democrat,,E000284,1328,,S129,,,403962
Morse,Frank,Bradford,,,,1921-08-07,M,rep,MA,5,,Republican,,M001009,,,,,,407976
Clancy,Donald,Daniel,,,,1921-07-24,M,rep,OH,2,,Republican,,C000409,198,,,,,402548
Hargis,Denver,David,,,,1921-07-22,M,rep,KS,3,,Democrat,,H000204,,,,,,405084
Roth,William,V.,Jr.,,,1921-07-22,M,sen,DE,,1,Republican,,R000460,1425,,S083,,,400565
Glenn,John,Herschel,Jr.,,,1921-07-18,M,sen,OH,,3,Democrat,,G000236,1339,,S035,,,404598
Findley,Paul,,,,,1921-06-23,M,rep,IL,20,,Republican,,F000123,382,,,,,404079
Vucanovich,Barbara,Farrell,,,,1921-06-22,F,rep,NV,2,,Republican,,V000124,1190,,,,,411178
Heflin,Howell,Thomas,,,,1921-06-19,M,sen,AL,,2,Democrat,,H000445,1358,,S130,,,405310
Anderson,William,Robert,,,,1921-06-17,M,rep,TN,6,,Democrat,,A000203,,,,,,400867
Sickles,Carlton,Ralph,,,,1921-06-15,M,rep,MD,0,,Democrat,,S000401,,,,,,409895
McCollister,John,Yetter,,,,1921-06-10,M,rep,NE,2,,Republican,,M000349,760,,,,,407358
Rogers,Paul,Grant,,,,1921-06-04,M,rep,FL,11,,Democrat,,R000401,978,,,,,409368
Elliott,Douglas,Hemphill,,,,1921-06-03,M,rep,PA,18,,Republican,,E000121,,,,,,403812
Rutherford,J.,T.,,,,1921-05-30,M,rep,TX,16,,Democrat,,R000547,,,,,,409503
Haskell,Harry,Garner,Jr.,,,1921-05-27,M,rep,DE,0,,Republican,,H000318,,,,,,405191
Bruce,Donald,Cogley,,,,1921-04-27,M,rep,IN,11,,Republican,,B000969,,,,,,401921
Henderson,David,Newton,,,,1921-04-16,M,rep,NC,3,,Democrat,,H000479,530,,,,,405342
Sibal,Abner,Woodruff,,,,1921-04-11,M,rep,CT,4,,Republican,,S000395,,,,,,409889
Bevill,Tom,,,,,1921-03-27,M,rep,AL,4,,Democrat,,B000431,84,,,,,401417
Gilligan,John,Joyce,,,,1921-03-22,M,rep,OH,1,,Democrat,,G000208,,,,,,404572
Wainwright,Stuyvesant,II,,,,1921-03-16,M,rep,NY,1,,Republican,,W000024,,,,,,411203
Bedell,Berkley,Warren,,,,1921-03-05,M,rep,IA,6,,Democrat,,B000298,71,,,,,401291
Gallagher,Cornelius,Edward,,,,1921-03-02,M,rep,NJ,13,,Democrat,,G000016,,,,,,404393
Selden,Armistead,Inge,Jr.,,,1921-02-20,M,rep,AL,5,,Democrat,,S000232,,,,,,409737
Eilberg,Joshua,,,,,1921-02-12,M,rep,PA,4,,Democrat,,E000096,341,,,,,403787
Bentsen,Lloyd,Millard,Jr.,,,1921-02-11,M,sen,TX,,1,Democrat,,B000401,1282,,S009,,,401391
Tupper,Stanley,Roger,,,,1921-01-25,M,rep,ME,1,,Republican,,T000411,,,,,,410980
Dwyer,Bernard,James,,,,1921-01-24,M,rep,NJ,6,,Democrat,,D000586,327,,,,,403689
Harsha,William,Howard,,,,1921-01-01,M,rep,OH,6,,Republican,,H000281,507,,,,,405155
White,Compton,Ignatius,Jr.,,,1920-12-19,M,rep,ID,1,,Democrat,,W000362,,,,,,411524
Eshleman,Edwin,Duing,,,,1920-12-04,M,rep,PA,16,,Republican,,E000214,354,,,,,403901
Duncan,Robert,Blackford,,,,1920-12-04,M,rep,OR,3,,Democrat,,D000537,323,,,,,403644
Satterfield,David,Edward,III,,,1920-12-02,M,rep,VA,3,,Democrat,,S000070,1019,,,,,409582
Wylie,Chalmers,Pangburn,,,,1920-11-23,M,rep,OH,15,,Republican,,W000781,1249,,,,,411929
Drinan,Robert,Frederick,,,,1920-11-15,M,rep,MA,4,,Democrat,,D000499,318,,,,,403606
Polanco-Abreu,Santiago,,,,,1920-10-30,M,rep,PR,0,,Popular Democrat,,P000405,,,,,,408798
Brown,Charles,Harrison,,,,1920-10-22,M,rep,MO,7,,Democrat,,B000908,,,,,,401865
Corman,James,Charles,,,,1920-10-20,M,rep,CA,21,,Democrat,,C000780,234,,,,,402900
Spong,William,Belser,Jr.,,,1920-09-29,M,sen,VA,,2,Democrat,,S000739,,,,,,410208
Weaver,James,Dorman,,,,1920-09-27,M,rep,PA,24,,Republican,,W000226,,,,,,411394
Holt,Marjorie,Sewell,,,,1920-09-17,F,rep,MD,4,,Republican,,H000747,555,,,,,405598
Roush,John,Edward,,,,1920-09-12,M,rep,IN,4,,Democrat,,R000467,991,,,,,409428
Young,Edward,Lunn,,,,1920-09-07,M,rep,SC,6,,Republican,,Y000035,1257,,,,,411967
Montgomery,Gillespie,V.,,Sonny,,1920-08-05,M,rep,MS,3,,Democrat,,M000865,827,,,,,407838
Whalen,Charles,William,Jr.,,,1920-07-31,M,rep,OH,3,,Republican,,W000317,1217,,,,,411479
Abzug,Bella,Savitzky,,,,1920-07-24,F,rep,NY,20,,Democrat,,A000018,3,,,,,400680
Hanley,James,Michael,,,,1920-07-19,M,rep,NY,32,,Democrat,,H000158,493,,,,,405040
Rudd,Eldon,Dean,,,,1920-07-15,M,rep,AZ,4,,Republican,,R000495,1000,,,,,409454
McGinley,Donald,Francis,,,,1920-06-30,M,rep,NE,4,,Democrat,,M000449,,,,,,407448
Gilbert,Jacob,H.,,,,1920-06-17,M,rep,NY,22,,Democrat,,G000175,,,,,,404541
Cleveland,James,Colgate,,,,1920-06-13,M,rep,NH,2,,Republican,,C000512,206,,,,,402647
Burke,Frank,Welsh,,,,1920-06-01,M,rep,KY,3,,Democrat,,B001090,,,,,,402036
Mackie,John,C.,,,,1920-06-01,M,rep,MI,7,,Democrat,,M000026,,,,,,407054
Cook,Robert,Eugene,,,,1920-05-19,M,rep,OH,11,,Democrat,,C000725,,,,,,402847
Stalbaum,Lynn,Ellsworth,,,,1920-05-15,M,rep,WI,1,,Democrat,,S000782,,,,,,410248
Kupferman,Theodore,Roosevelt,,,,1920-05-12,M,rep,NY,17,,Republican,,K000343,,,,,,406496
Pearson,James,Blackwood,,,,1920-05-07,M,sen,KS,,2,Republican,,P000166,1416,,,,,408571
Davies,John,Clay,,,,1920-05-01,M,rep,NY,35,,Democrat,,D000089,,,,,,403226
Mann,James,Robert,,,,1920-04-27,M,rep,SC,4,,Democrat,,M000105,731,,,,,407129
Noland,James,Ellsworth,,,,1920-04-22,M,rep,IN,7,,Democrat,,N000129,,,,,,408213
Pollock,Howard,Wallace,,,,1920-04-11,M,rep,AK,0,,Republican,,P000415,,,,,,408808
Royer,William,Howard,,,,1920-04-11,M,rep,CA,11,,Republican,,R000489,999,,,,,409448
Callan,Clair,Armstrong,,,,1920-03-29,M,rep,NE,1,,Democrat,,C000054,,,,,,402213
Chappie,Eugene,A.,,,,1920-03-28,M,rep,CA,2,,Republican,,C000322,192,,,,,402464
Bromwell,James,Edward,,,,1920-03-26,M,rep,IA,2,,Republican,,B000867,,,,,,401824
Smith,Neal,Edward,,,,1920-03-23,M,rep,IA,4,,Democrat,,S000596,1079,,,,,410076
Sawyer,Harold,Samuel,,,,1920-03-21,M,rep,MI,5,,Republican,,S000087,1021,,,,,409599
Huddleston,George,,Jr.,,,1920-03-19,M,rep,AL,0,,Democrat,,H000904,,,,,,405750
Hogan,Earl,Lee,,,,1920-03-13,M,rep,IN,9,,Democrat,,H000690,,,,,,405543
Brown,George,E.,Jr.,,,1920-03-06,M,rep,CA,42,,Democrat,,B000918,134,,,,,400572
Latta,Delbert,Leroy,,,,1920-03-05,M,rep,OH,5,,Republican,,L000116,668,,,,,406622
Redlin,Rolland,W.,,,,1920-02-29,M,rep,ND,2,,Democrat,,R000107,,,,,,409086
Olin,James,R.,,,,1920-02-28,M,rep,VA,6,,Democrat,,O000069,878,,,,,408342
Talcott,Burt,Lacklen,,,,1920-02-22,M,rep,CA,16,,Republican,,T000022,1134,,,,,410612
Scheuer,James,Haas,,,,1920-02-06,M,rep,NY,8,,Democrat-Liberal,,S000124,1029,,,,,409632
Udall,Stewart,Lee,,,,1920-01-31,M,rep,AZ,2,,Democrat,,U000002,,,,,,411026
Smith,Joseph,Francis,,,,1920-01-24,M,rep,PA,3,,Democrat,,S000579,1074,,,,,410060
Gibbons,Sam,Melville,,,,1920-01-20,M,rep,FL,11,,Democrat,,G000153,437,,,,,404520
McEwen,Robert,Cameron,,,,1920-01-05,M,rep,NY,30,,Republican,,M000433,769,,,,,407433
Cornell,Robert,John,,,,1919-12-16,M,rep,WI,8,,Democrat,,C000782,235,,,,,402902
Horton,Frank,Jefferson,,,,1919-12-12,M,rep,NY,29,,Republican,,H000797,560,,,,,405646
Williams,Harrison,Arlington,Jr.,,,1919-12-10,M,sen,NJ,,1,Democrat,,W000502,1455,,,,,411659
Broyhill,Joel,Thomas,,,,1919-11-04,M,rep,VA,10,,Republican,,B000967,139,,,,,401919
Brooke,Edward,William,III,,,1919-10-26,M,sen,MA,,2,Republican,,B000871,1292,,,,,401828
Giaimo,Robert,Nicholas,,,,1919-10-15,M,rep,CT,3,,Democrat,,G000151,436,,,,,404519
Sarbacher,George,William,Jr.,,,1919-09-30,M,rep,PA,5,,Republican,,S000063,,,,,,409576
Percy,Charles,Harting,,,,1919-09-27,M,sen,IL,,2,Republican,,P000222,1418,,,,,408625
Winn,Edward,Lawrence,Jr.,Larry,,1919-08-22,M,rep,KS,3,,Republican,,W000636,1235,,,,,411790
Jennings,William,Pat,,,,1919-08-20,M,rep,VA,9,,Democrat,,J000098,,,,,,406000
Morris,Thomas,Gayle,,,,1919-08-20,M,rep,NM,0,,Democrat,,M000990,,,,,,407958
Coffin,Frank,Morey,,,,1919-07-11,M,rep,ME,2,,Democrat,,C000589,,,,,,402718
Kleppe,Thomas,Savig,,,,1919-07-01,M,rep,ND,2,,Republican,,K000264,,,,,,406422
MacKay,James,Armstrong,,,,1919-06-25,M,rep,GA,4,,Democrat,,M000022,,,,,,407050
Hartke,Rupert,Vance,,,,1919-05-31,M,sen,IN,,1,Democrat,,H000297,1349,,,,,405170
Pucinski,Roman,Conrad,,,,1919-05-13,M,rep,IL,11,,Democrat,,P000559,,,,,,408942
Grasso,Ella,Tambussi,,,,1919-05-10,F,rep,CT,6,,Democrat,,G000387,458,,,,,404737
Kyl,John,Henry,,,,1919-05-09,M,rep,IA,4,,Republican,,K000351,,,,,,406504
Purcell,Graham,Boynton,Jr.,,,1919-05-05,M,rep,TX,13,,Democrat,,P000569,,,,,,408952
Gudger,Vonno,Lamar,Jr.,,,1919-04-30,M,rep,NC,11,,Democrat,,G000515,475,,,,,404860
Carey,Hugh,Leo,,,,1919-04-11,M,rep,NY,15,,Democrat,,C000143,175,,,,,402292
Weaver,Phillip,Hart,,,,1919-04-09,M,rep,NE,1,,Republican,,W000228,,,,,,411396
Edmondson,Edmond,Augustus,,,,1919-04-07,M,rep,OK,2,,Democrat,,E000054,,,,,,403749
Kasem,George,Albert,,,,1919-04-06,M,rep,CA,25,,Democrat,,K000015,,,,,,406187
Porter,Charles,Orlando,,,,1919-04-04,M,rep,OR,4,,Democrat,,P000439,,,,,,408830
Bartlett,Dewey,Follett,,,,1919-03-28,M,sen,OK,,2,Republican,,B000200,1276,,,,,401199
Duncan,John,James,,,,1919-03-24,M,rep,TN,2,,Republican,,D000534,321,,,,,403641
