CAND_ID,CAND_NAME,state,lname,fname,minitial,bioguide_id,thomas_id,NodeID
S4KS00010,"DOLE, ROBERT",KS,DOLE,ROBERT,,0,1318,906
S4KS00010,"DOLE, ROBERT J",KS,DOLE,ROBERT,J,0,1318,906
S8NM00010,"DOMENICI, PETE",NM,DOMENICI,PETE,,0,1319,907
S8NM00010,"DOMENICI, PETE V",NM,DOMENICI,PETE,V,0,1319,907
S8NM00010,"DOMENICI, PETE V UNITED STATES SENATOR",NM,DOMENICI,PETE,V UNITED STATES SENATOR,0,1319,907
H8MA11018,"DONNELLY, BRIAN",MA,DONNELLY,BRIAN,,0,304,908
H8MA11018,"DONNELLY, BRIAN J",MA,DONNELLY,BRIAN,J,0,304,908
H0CA17045,"DOOLEY, CALVIN",CA,DOOLEY,CALVIN,,0,306,909
H0CA17045,"DOOLEY, CALVIN M",CA,DOOLEY,CALVIN,M,0,306,909
H0CA14042,"DOOLITTLE, JOHN",CA,DOOLITTLE,JOHN,,0,307,910
H0CA14042,"DOOLITTLE, JOHN T",CA,DOOLITTLE,JOHN,T,0,307,910
H0CA14042,"DOOLITTLE, JOHN T REP",CA,DOOLITTLE,JOHN,T REP,0,307,910
H0ND00036,"DORGAN, BYRON L",ND,DORGAN,BYRON,L,0,308,911
H0ND00036,"DORGAN, BYRON L CONGRESSMAN",ND,DORGAN,BYRON,L CONGRESSMAN,0,308,911
S2ND00040,"DORGAN, BYRON L",ND,DORGAN,BYRON,L,0,308,911
H6CA27124,"DORNAN, ROBERT K",CA,DORNAN,ROBERT,K,0,310,912
H6CA27124,"DORNAN, ROBERT K.",CA,DORNAN,ROBERT,K.,0,310,912
H6CA27124,"DORNAN, ROBERT KENNETH",CA,DORNAN,ROBERT,KENNETH,0,310,912
H6CA27124,"DORNAN, ROBERT KENNETH HON",CA,DORNAN,ROBERT,KENNETH HON,0,310,912
S2CA00062,"DORNAN, ROBERT K HON",CA,DORNAN,ROBERT,K HON,0,310,912
H8PA04017,"DOUGHERTY, CHARLES F",PA,DOUGHERTY,CHARLES,F,0,311,913
H8PA04017,"DOUGHERTY, CHARLES FRANCIS",PA,DOUGHERTY,CHARLES,FRANCIS,0,311,913
H2PA02121,"DOUGHERTY, THOMAS G",PA,DOUGHERTY,THOMAS,G,0,311,913
H8NH02036,"DOUGLAS, CHARLES G III",NH,DOUGLAS,CHARLES,G III,0,312,914
H2MS04019,"DOWDY, C WAYNE",MS,DOWDY,C,WAYNE,0,313,915
H2MS04019,"DOWDY, CHARLES WAYNE",MS,DOWDY,CHARLES,WAYNE,0,313,915
S8MS00188,"DOWDY, WAYNE",MS,DOWDY,WAYNE,,0,313,915
H6NY02025,"DOWNEY, THOMAS J",NY,DOWNEY,THOMAS,J,0,314,916
H4VA02037,"DRAKE, THELMA",VA,DRAKE,THELMA,,0,1808,917
H4VA02037,"DRAKE, THELMA D",VA,DRAKE,THELMA,D,0,1808,917
H4VA02037,"DRAKE, THELMA D.",VA,DRAKE,THELMA,D.,0,1808,917
H8CA35032,"DREIER, DAVID",CA,DREIER,DAVID,,0,317,918
H8CA35032,"DREIER, DAVID T",CA,DREIER,DAVID,T,0,317,918
H8OH01068,"DRIEHAUS, STEVEN LEO",OH,DRIEHAUS,STEVEN,LEO,0,1946,919
H6MA04025,"DRINAN, ROBERT F.",MA,DRINAN,ROBERT,F.,0,318,920
H6OR03015,"DUNCAN, ROBERT BLACKFORD",OR,DUNCAN,ROBERT,BLACKFORD,0,323,922
H2WA08075,"DUNN, JENNIFER",WA,DUNN,JENNIFER,,0,324,923
H2WA08075,"DUNN, JENNIFER B",WA,DUNN,JENNIFER,B,0,324,923
H0MI06020,"DUNN, JAMES W JR",MI,DUNN,JAMES,W JR,0,325,924
S4MI00025,"DUNN, JAMES WHITNEY JR",MI,DUNN,JAMES,WHITNEY JR,0,325,924
H0MI06020,"DUNN, JIM",MI,DUNN,JIM,,0,325,924
H0MI10105,"DUNN, JIM",MI,DUNN,JIM,,0,325,924
S4MI00025,"DUNN, JIM",MI,DUNN,JIM,,0,325,924
S8MN00131,"DURENBERGER, DAVE",MN,DURENBERGER,DAVE,,0,1321,925
S8MN00131,"DURENBERGER, DAVID",MN,DURENBERGER,DAVID,,0,1321,925
S4NH00039,"DURKIN, JOHN ANTHONY",NH,DURKIN,JOHN,ANTHONY,0,1322,926
H0NJ15058,"DWYER, BERNARD J",NJ,DWYER,BERNARD,J,0,327,927
H0CA31020,"DYMALLY, MERVYN M",CA,DYMALLY,MERVYN,M,0,328,928
H6MD01015,"DYSON, ROY",MD,DYSON,ROY,,0,329,929
H6MD01015,"DYSON, ROY CONGRESSMAN",MD,DYSON,ROY,CONGRESSMAN,0,329,929
S4MO00011,"EAGLETON, THOMAS F.",MO,EAGLETON,THOMAS,F.,0,1323,930
H6MA03043,"EARLY, JOSEPH D",MA,EARLY,JOSEPH,D,0,330,931
H6MA03043,"EARLY, JOSEPH D HON",MA,EARLY,JOSEPH,D HON,0,330,931
H6MA03043,"EARLY, JOSEPH DANIEL",MA,EARLY,JOSEPH,DANIEL,0,330,931
S0NC00020,"EAST, JOHN P.",NC,EAST,JOHN,P.,0,1324,932
H0OH22012,"ECKART, DENNIS E",OH,ECKART,DENNIS,E,0,331,933
H0OH22012,"ECKART, DENNIS EDWARD",OH,ECKART,DENNIS,EDWARD,0,331,933
H4NY30013,"ECKERT, FRED J",NY,ECKERT,FRED,J,0,332,934
H6TX08027,"ECKHARDT, ROBERT",TX,ECKHARDT,ROBERT,,0,333,935
H6PA07022,"EDGAR, BOB (ROBERT W EDGAR)",PA,EDGAR,BOB,(ROBERT W EDGAR),0,334,936
S6PA00175,"EDGAR, BOB",PA,EDGAR,BOB,,0,334,936
H6PA07022,"EDGAR, ROBERT WILLIAM",PA,EDGAR,ROBERT,WILLIAM,0,334,936
S6PA00175,"EDGAR, ROBERT W",PA,EDGAR,ROBERT,W,0,334,936
H8TX06035,"EDWARDS, CHET",TX,EDWARDS,CHET,,0,335,937
H8TX06035,"EDWARDS, THOMAS C. (CHET)",TX,EDWARDS,THOMAS,C. (CHET),0,335,937
H8TX06035,"EDWARDS, THOMAS CHESTER",TX,EDWARDS,THOMAS,CHESTER,0,335,937
H6CA10013,"EDWARDS, DON",CA,EDWARDS,DON,,0,336,938
H6AL01011,"EDWARDS, WILLIAM JACKSON III",AL,EDWARDS,WILLIAM,JACKSON III,0,337,939
S8NC00122,"EDWARDS, JOHN R",NC,EDWARDS,JOHN,R,0,1573,940
H6OK05038,"EDWARDS, MICKEY",OK,EDWARDS,MICKEY,,0,338,941
H4MI03045,"EHLERS, VERNON J",MI,EHLERS,VERNON,J,0,339,942
H4MI03045,"EHLERS, VERNON JAMES",MI,EHLERS,VERNON,JAMES,0,339,942
H4MD02059,"EHRLICH, ROBERT LEROY JR",MD,EHRLICH,ROBERT,LEROY JR,0,340,943
H6IN08210,"ELLSWORTH, BRAD",IN,ELLSWORTH,BRAD,,0,1851,944
S0IN00152,"ELLSWORTH, BRAD",IN,ELLSWORTH,BRAD,,0,1851,944
H2IL05092,"EMANUEL, RAHM",IL,EMANUEL,RAHM,,0,1725,945
H2IL05092,"EMANUEL, RAHM ISRAEL",IL,EMANUEL,RAHM,ISRAEL,0,1725,945
H0MO10018,"EMERSON, BILL",MO,EMERSON,BILL,,0,342,946
H6MO08084,"EMERSON, JO ANN",MO,EMERSON,JO,ANN,0,1481,947
H6MO08084,"EMERSON, JO ANN H",MO,EMERSON,JO,ANN H,0,1481,947
H6MO08084,"EMERSON, JO ANN HERMANN",MO,EMERSON,JO,ANN HERMANN,0,1481,947
H6ME01025,"EMERY, DAVID F",ME,EMERY,DAVID,F,0,343,948
S2ME00018,"EMERY, DAVID F",ME,EMERY,DAVID,F,0,343,948
H6OK06036,"ENGLISH, GLENN LEE JR",OK,ENGLISH,GLENN,LEE JR,0,345,949
S0OK00206,"ENGLISH, PAUL",OK,ENGLISH,PAUL,,0,345,949
H2AZ03020,"ENGLISH, KARAN",AZ,ENGLISH,KARAN,,0,346,950
H2AZ03020,"ENGLISH, KARAN L",AZ,ENGLISH,KARAN,L,0,346,950
H4PA21051,"ENGLISH, PHIL",PA,ENGLISH,PHIL,,0,347,951
H4PA21051,"ENGLISH, PHILIP",PA,ENGLISH,PHILIP,,0,347,951
H4PA21051,"ENGLISH, PHILIP S",PA,ENGLISH,PHILIP,S,0,347,951
H4PA21051,"ENGLISH, PHILIP S.",PA,ENGLISH,PHILIP,S.,0,347,951
H4NV01021,"ENSIGN, JOHN ERIC",NV,ENSIGN,JOHN,ERIC,0,348,952
S8NV00073,"ENSIGN, JOHN E",NV,ENSIGN,JOHN,E,0,348,952
S8NV00073,"ENSIGN, JOHN ERIC",NV,ENSIGN,JOHN,ERIC,0,348,952
H2IL12122,"ENYART, WILLIAM L JR",IL,ENYART,WILLIAM,L JR,0,2125,953
H2IL12122,"ENYART, WILLIAM L. JR.",IL,ENYART,WILLIAM,L. JR.,0,2125,953
H8MN01022,"ERDAHL, ARLEN",MN,ERDAHL,ARLEN,,0,349,954
H2AL06019,"ERDREICH, BEN",AL,ERDREICH,BEN,,0,350,955
H2AL06019,"ERDREICH, BENJAMIN L",AL,ERDREICH,BENJAMIN,L,0,350,955
H2AL06019,"ERDREICH, BENJAMIN LEADER",AL,ERDREICH,BENJAMIN,LEADER,0,350,955
H6IL14020,"ERLENBORN, JOHN N",IL,ERLENBORN,JOHN,N,0,351,956
H6PA17039,"ERTEL, ALLEN E.",PA,ERTEL,ALLEN,E.,0,352,957
H6MS02014,"ESPY, ALPHONSO MICHAEL",MS,ESPY,ALPHONSO,MICHAEL,0,356,958
H6NC02080,"ETHERIDGE, BOB",NC,ETHERIDGE,BOB,,0,1482,959
H6NC02080,"ETHERIDGE, BOBBY",NC,ETHERIDGE,BOBBY,,0,1482,959
H6GA08062,"EVANS, BILLY LEE",GA,EVANS,BILLY,LEE,0,357,960
H0IA03022,"EVANS, THOMAS COOPER",IA,EVANS,THOMAS,COOPER,0,358,961
S4WA00029,"EVANS, DANIEL JACKSON",WA,EVANS,DANIEL,JACKSON,0,1327,962
H6IN06032,"EVANS, DAVID WALTER",IN,EVANS,DAVID,WALTER,0,359,963
H2IL19010,"EVANS, LANE",IL,EVANS,LANE,,0,361,964
H2IL19010,"EVANS, LANE A",IL,EVANS,LANE,A,0,361,964
H2IL19010,"EVANS, LANE ALLAN",IL,EVANS,LANE,ALLAN,0,361,964
H2IL19010,"EVANS, LANE ALLEN",IL,EVANS,LANE,ALLEN,0,361,964
H8VI00030,"EVANS, MELVIN H.",VI,EVANS,MELVIN,H.,0,362,965
H6DE00099,"EVANS, THOMAS BEVERLY JR",DE,EVANS,THOMAS,BEVERLY JR,0,363,966
H2AL02067,"EVERETT, R TERRY",AL,EVERETT,R,TERRY,0,364,967
H2AL02067,"EVERETT, ROBERT TERRY",AL,EVERETT,ROBERT,TERRY,0,364,967
H2AL02067,"EVERETT, TERRY",AL,EVERETT,TERRY,,0,364,967
H2IL15034,"EWING, THOMAS W",IL,EWING,THOMAS,W,0,366,968
H2IL15034,"EWING, THOMAS WILLIAM",IL,EWING,THOMAS,WILLIAM,0,366,968
S8NE00026,"EXON, J JAMES",NE,EXON,J,JAMES,0,1328,969
S2NC00018,"FAIRCLOTH, DUNCAN M",NC,FAIRCLOTH,DUNCAN,M,0,1329,970
S2NC00018,"FAIRCLOTH, DUNCAN MCLAUCHLIN",NC,FAIRCLOTH,DUNCAN,MCLAUCHLIN,0,1329,970
H0AS00018,"FALEOMAVAEGA, ENI",AS,FALEOMAVAEGA,ENI,,0,367,971
H0AS00018,"FALEOMAVAEGA, ENI F H",AS,FALEOMAVAEGA,ENI,F H,0,367,971
H0AS00018,"FALEOMAVAEGA, ENI FA'AUA'A HUNKIN",AS,FALEOMAVAEGA,ENI,FA'AUA'A HUNKIN,0,367,971
H0AS00018,"FALEOMAVAEGA, ENI FAAUAA HUNKIN",AS,FALEOMAVAEGA,ENI,FAAUAA HUNKIN,0,367,971
H6OK05160,"FALLIN, MARY C",OK,FALLIN,MARY,C,0,1872,972
H6OK05160,"FALLIN, MARY C.",OK,FALLIN,MARY,C.,0,1872,972
H6IL05010,"FARY, JOHN G",IL,FARY,JOHN,G,0,369,973
H6FL15044,"FASCELL, DANTE B",FL,FASCELL,DANTE,B,0,370,974
H6FL15044,"FASCELL, DANTE B.",FL,FASCELL,DANTE,B.,0,370,974
H6DC00022,"FAUNTROY, WALTER E",DC,FAUNTROY,WALTER,E,0,372,975
H6DC00022,"FAUNTROY, WALTER EDWARD",DC,FAUNTROY,WALTER,EDWARD,0,372,975
H4IL13043,"FAWELL, HARRIS W",IL,FAWELL,HARRIS,W,0,373,976
H8CA04053,"FAZIO, VIC",CA,FAZIO,VIC,,0,374,977
H8CA04053,"FAZIO, VICTOR",CA,FAZIO,VICTOR,,0,374,977
H8CA04053,"FAZIO, VICTOR H",CA,FAZIO,VICTOR,H,0,374,977
H8CA04053,"FAZIO, VICTOR HERBERT",CA,FAZIO,VICTOR,HERBERT,0,374,977
H2FL00250,"FEENEY, TOM",FL,FEENEY,TOM,,0,1716,978
H2OH19048,"FEIGHAN, EDWARD F",OH,FEIGHAN,EDWARD,F,0,375,979
H2OH19048,"FEIGHAN, EDWARD FARRELL",OH,FEIGHAN,EDWARD,FARRELL,0,375,979
S8WI00026,"FEINGOLD, RUSSELL D",WI,FEINGOLD,RUSSELL,D,0,1331,980
S8WI00026,"FEINGOLD, RUSSELL DANA",WI,FEINGOLD,RUSSELL,DANA,0,1331,980
H6NJ05031,"FENWICK, MILLICENT",NJ,FENWICK,MILLICENT,,0,376,981
S2NJ00064,"FENWICK, MILLICENT",NJ,FENWICK,MILLICENT,,0,376,981
H8NJ06118,"FERGUSON, MICHAEL A",NJ,FERGUSON,MICHAEL,A,0,1659,982
H8NJ06118,"FERGUSON, MIKE",NJ,FERGUSON,MIKE,,0,1659,982
H8NY09034,"FERRARO, GERALDINE A",NY,FERRARO,GERALDINE,A,0,377,983
S2NY00119,"FERRARO, GERALDINE",NY,FERRARO,GERALDINE,,0,377,983
S2NY00119,"FERRARO, GERALDINE A",NY,FERRARO,GERALDINE,A,0,377,983
H0CA21013,"FIEDLER, BOBBI",CA,FIEDLER,BOBBI,,0,378,984
S6CA00105,"FIEDLER, BOBBI",CA,FIEDLER,BOBBI,,0,378,984
H0LA08025,"FIELDS, CLEO",LA,FIELDS,CLEO,,0,379,985
H0TX08020,"FIELDS, JACK",TX,FIELDS,JACK,,0,380,986
H0TX08020,"FIELDS, JACK MILTON JR",TX,FIELDS,JACK,MILTON JR,0,380,986
S4TX00144,"FIELDS, JACK M JR",TX,FIELDS,JACK,M JR,0,380,986
H2CA50034,"FILNER, BOB",CA,FILNER,BOB,,0,381,987
H6IL20027,"FINDLEY, PAUL",IL,FINDLEY,PAUL,,0,382,988
H2OH19097,"FINGERHUT, ERIC D",OH,FINGERHUT,ERIC,D,0,383,989
S4OH00135,"FINGERHUT, ERIC D",OH,FINGERHUT,ERIC,D,0,383,989
H6NY25042,"FISH, HAMILTON JR",NY,FISH,HAMILTON,JR,0,384,990
H8NY20064,"FISH, HAMILTON",NY,FISH,HAMILTON,,0,384,990
H8NY20064,"FISH, HAMILTON JR",NY,FISH,HAMILTON,JR,0,384,990
H6VA10019,"FISHER, JOSEPH L",VA,FISHER,JOSEPH,L,0,385,991
S2VA00076,"FISHER, JOSEPH L",VA,FISHER,JOSEPH,L,0,385,991
H6IN02023,"FITHIAN, FLOYD J.",IN,FITHIAN,FLOYD,J.,0,387,992
S2IN00034,"FITHIAN, FLOYD J",IN,FITHIAN,FLOYD,J,0,387,992
H4IL08043,"FITZGERALD, PETER G",IL,FITZGERALD,PETER,G,0,1571,993
S8IL00082,"FITZGERALD, PETER G",IL,FITZGERALD,PETER,G,0,1571,993
H6NY06067,"FLAKE, FLOYD H",NY,FLAKE,FLOYD,H,0,388,994
H4IL05114,"FLANAGAN, MICHAEL PATRICK",IL,FLANAGAN,MICHAEL,PATRICK,0,389,995
S8IL00090,"FLANAGAN, MICHAEL PATRICK",IL,FLANAGAN,MICHAEL,PATRICK,0,389,995
H6KY06085,"FLETCHER, (ERNIE) ERNEST L",KY,FLETCHER,(ERNIE),ERNEST L,0,1563,996
H6KY06085,"FLETCHER, ERNEST LEE",KY,FLETCHER,ERNEST,LEE,0,1563,996
H6AL05038,"FLIPPO, RONNIE G",AL,FLIPPO,RONNIE,G,0,390,997
H6AL05038,"FLIPPO, RONNIE GENE",AL,FLIPPO,RONNIE,GENE,0,390,997
H0PA11126,"FLOOD, STEPHEN L",PA,FLOOD,STEPHEN,L,0,391,998
H6NJ01048,"FLORIO, JAMES J",NJ,FLORIO,JAMES,J,0,392,999
H6NJ01048,"FLORIO, JAMES JOSEPH",NJ,FLORIO,JAMES,JOSEPH,0,392,999
S8NJ00293,"FLORIO, JAMES J",NJ,FLORIO,JAMES,J,0,392,999
H0PA01218,"FOGLIETTA, THOMAS M",PA,FOGLIETTA,THOMAS,M,0,395,1000
H4FL16021,"FOLEY, MARK",FL,FOLEY,MARK,,0,396,1001
H4FL16021,"FOLEY, MARK A",FL,FOLEY,MARK,A,0,396,1001
H4FL16021,"FOLEY, MARK ADAM",FL,FOLEY,MARK,ADAM,0,396,1001
S4FL00231,"FOLEY, MARK",FL,FOLEY,MARK,,0,396,1001
H6WA05023,"FOLEY, THOMAS S",WA,FOLEY,THOMAS,S,0,397,1002
H4NY01055,"FORBES, MICHAEL P",NY,FORBES,MICHAEL,P,0,398,1003
H4NY01055,"FORBES, MICHAEL P CONGRESSMAN",NY,FORBES,MICHAEL,P CONGRESSMAN,0,398,1003
H6TN08037,"FORD, HAROLD",TN,FORD,HAROLD,,0,400,1004
H6TN08037,"FORD, HAROLD E",TN,FORD,HAROLD,E,0,400,1004
H6TN09043,"FORD, HAROLD E JR",TN,FORD,HAROLD,E JR,0,400,1004
H6TN09043,"FORD, HAROLD JR",TN,FORD,HAROLD,JR,0,400,1004
S6TN00240,"FORD, HAROLD E JR",TN,FORD,HAROLD,E JR,0,400,1004
H6TN09381,"FORD, NEWTON JAKE",TN,FORD,NEWTON,JAKE,0,400,1004
S0KY00016,"FORD, WENDELL",KY,FORD,WENDELL,,0,1334,1006
S0KY00016,"FORD, WENDELL H",KY,FORD,WENDELL,H,0,1334,1006
S0KY00016,"FORD, WENDELL H.",KY,FORD,WENDELL,H.,0,1334,1006
H6MI15036,"FORD, WILLIAM D",MI,FORD,WILLIAM,D,0,401,1007
H6MI15036,"FORD, WILLIAM DAVID",MI,FORD,WILLIAM,DAVID,0,401,1007
H6NJ06021,"FORSYTHE, EDWIN B",NJ,FORSYTHE,EDWIN,B,0,402,1008
H4PR00079,"FORTUNO, LUIS",PR,FORTUNO,LUIS,,0,1800,1009
H8NY13028,"FOSSELLA, VITO",NY,FOSSELLA,VITO,,0,1484,1010
H8NY13028,"FOSSELLA, VITO J JR",NY,FOSSELLA,VITO,J JR,0,1484,1010
H8NY13028,"FOSSELLA, VITO MR.",NY,FOSSELLA,VITO,MR.,0,1484,1010
H6NC02023,"FOUNTAIN, L. H.",NC,FOUNTAIN,L.,H.,0,403,1011
H2FL04070,"FOWLER, TILLIE K",FL,FOWLER,TILLIE,K,0,404,1012
H2FL04070,"FOWLER, TILLIE KIDD",FL,FOWLER,TILLIE,KIDD,0,404,1012
H6GA05142,"FOWLER, W WYCHE JR",GA,FOWLER,W,WYCHE JR,0,405,1013
S6GA00051,"FOWLER, WYCHE JR",GA,FOWLER,WYCHE,JR,0,405,1013
H2PA13052,"FOX, JON D",PA,FOX,JON,D,0,406,1014
H2PA13052,"FOX, JON DAVID",PA,FOX,JON,DAVID,0,406,1014
S6KS00148,"FRAHM, SHEILA",KS,FRAHM,SHEILA,,0,1335,1015
H0MA04036,"FRANK, BARNEY",MA,FRANK,BARNEY,,0,407,1016
H2MS02013,"FRANKLIN, WILLIAM WEBSTER",MS,FRANKLIN,WILLIAM,WEBSTER,0,408,1017
H2NJ07119,"FRANKS, ROBERT D",NJ,FRANKS,ROBERT,D,0,409,1018
S8NJ00335,"FRANKS, ROBERT D",NJ,FRANKS,ROBERT,D,0,409,1018
H0CT05085,"FRANKS, GARY A",CT,FRANKS,GARY,A,0,410,1019
S8CT00063,"FRANKS, GARY A",CT,FRANKS,GARY,A,0,410,1019
H2VI00033,"FRAZER, VICTOR O",VI,FRAZER,VICTOR,O,0,412,1020
H6MN03022,"FRENZEL, BILL",MN,FRENZEL,BILL,,0,415,1021
H6MN03022,"FRENZEL, BILL CONGRESSMAN",MN,FRENZEL,BILL,CONGRESSMAN,0,415,1021
H2NY04079,"FRISA, DANIEL",NY,FRISA,DANIEL,,0,417,1022
S4TN00153,"FRIST, BILL",TN,FRIST,BILL,,0,1336,1023
S4TN00153,"FRIST, WILLIAM H",TN,FRIST,WILLIAM,H,0,1336,1023
H6TX24057,"FROST, JONAS MARTIN",TX,FROST,JONAS,MARTIN,0,419,1024
H6TX24057,"FROST, JONAS MARTIN III",TX,FROST,JONAS,MARTIN III,0,419,1024
H6TX24057,"FROST, MARTIN",TX,FROST,MARTIN,,0,419,1024
H4NC02051,"FUNDERBURK, DAVID B",NC,FUNDERBURK,DAVID,B,0,421,1025
S6NC00027,"FUNDERBURK, DAVID BRITTON",NC,FUNDERBURK,DAVID,BRITTON,0,421,1025
H6FL02026,"FUQUA, DON",FL,FUQUA,DON,,0,422,1026
H2OR01042,"FURSE, ELIZABETH",OR,FURSE,ELIZABETH,,0,423,1027
S6OR00144,"FURSE, ELIZABETH",OR,FURSE,ELIZABETH,,0,423,1027
H4PR00012,"FUSTER, JAIME B",PR,FUSTER,JAIME,B,0,424,1028
H6CA21028,"GALLEGLY, ELTON",CA,GALLEGLY,ELTON,,0,425,1029
H6CA21028,"GALLEGLY, ELTON WILLIAM",CA,GALLEGLY,ELTON,WILLIAM,0,425,1029
H2TX23124,"GALLEGO, PETE",TX,GALLEGO,PETE,,0,2164,1030
H4NJ11018,"GALLO, DEAN",NJ,GALLO,DEAN,,0,426,1031
H4NJ11018,"GALLO, DEAN A",NJ,GALLO,DEAN,A,0,426,1031
H4IA04048,"GANSKE, J GREG",IA,GANSKE,J,GREG,0,428,1032
H4IA04048,"GANSKE, JOHN GREG",IA,GANSKE,JOHN,GREG,0,428,1032
H4IA04048,"GANSKE, JOHN GREGORY",IA,GANSKE,JOHN,GREGORY,0,428,1032
S0IA00077,"GANSKE, JOHN GREG",IA,GANSKE,JOHN,GREG,0,428,1032
H8FL25015,"GARCIA, JOE",FL,GARCIA,JOE,,0,2120,1033
H8NY21013,"GARCIA, ROBERT",NY,GARCIA,ROBERT,,0,429,1034
H8NY21013,"GARCIA, ROBERT 'BOB' CONGRESSMAN",NY,GARCIA,ROBERT,'BOB' CONGRESSMAN,0,429,1034
H8NY21013,"GARCIA, ROBERT CONGRESSMAN",NY,GARCIA,ROBERT,CONGRESSMAN,0,429,1034
S4UT00027,"GARN, E J JAKE",UT,GARN,E,J JAKE,0,1338,1035
S4UT00027,"GARN, E. J. JAKE",UT,GARN,E.,J. JAKE,0,1338,1035
H6PA20017,"GAYDOS, JOSEPH M",PA,GAYDOS,JOSEPH,M,0,430,1036
H0CT02017,"GEJDENSON, SAM",CT,GEJDENSON,SAM,,0,431,1037
H0CT02017,"GEJDENSON, SAMUEL",CT,GEJDENSON,SAMUEL,,0,431,1037
H2PA17012,"GEKAS, GEORGE W",PA,GEKAS,GEORGE,W,0,432,1038
H2PA17012,"GEKAS, GEORGE W (WILLIAM)",PA,GEKAS,GEORGE,W (WILLIAM),0,432,1038
H6MO03119,"GEPHARDT, RICHARD A",MO,GEPHARDT,RICHARD,A,0,433,1039
H6MO03119,"GEPHARDT, RICHARD ANDREW",MO,GEPHARDT,RICHARD,ANDREW,0,433,1039
H6TX06062,"GEREN, PRESTON M ""PETE""",TX,GEREN,PRESTON,"M ""PETE""",0,434,1040
H6TX06062,"GEREN, PRESTON M III",TX,GEREN,PRESTON,M III,0,434,1040
H2PA06114,"GERLACH, JIM",PA,GERLACH,JIM,,0,1743,1041
H6CT03020,"GIAIMO, ROBERT N.",CT,GIAIMO,ROBERT,N.,0,436,1042
H6NV02032,"GIBBONS, JAMES A",NV,GIBBONS,JAMES,A,0,1485,1043
H6FL07033,"GIBBONS, SAM M",FL,GIBBONS,SAM,M,0,437,1044
H6AZ08038,"GIFFORDS, GABRIELLE",AZ,GIFFORDS,GABRIELLE,,0,1831,1045
H8MD01037,"GILCHREST, WAYNE T",MD,GILCHREST,WAYNE,T,0,438,1046
H8MD01037,"GILCHREST, WAYNE THOMAS",MD,GILCHREST,WAYNE,THOMAS,0,438,1046
H8OH05044,"GILLMOR, PAUL E",OH,GILLMOR,PAUL,E,0,439,1047
H8OH05044,"GILLMOR, PAUL EUGENE",OH,GILLMOR,PAUL,EUGENE,0,439,1047
H6NY26016,"GILMAN, BENJAMIN A",NY,GILMAN,BENJAMIN,A,0,440,1048
H6NY26016,"GILMAN, BENJAMIN A CONGRESSMAN",NY,GILMAN,BENJAMIN,A CONGRESSMAN,0,440,1048
H6NY26016,"GILMAN, BENJAMIN ARTHUR",NY,GILMAN,BENJAMIN,ARTHUR,0,440,1048
H2GA11149,"GINGREY, J PHILLIP MD",GA,GINGREY,J,PHILLIP MD,0,1720,1049
S2GA00100,"GINGREY, J PHILLIP",GA,GINGREY,J,PHILLIP,0,1720,1049
S2GA00100,"GINGREY, J PHILLIP MD",GA,GINGREY,J,PHILLIP MD,0,1720,1049
H2GA11149,"GINGREY, J. PHILLIP",GA,GINGREY,J.,PHILLIP,0,1720,1049
H2GA11149,"GINGREY, PHIL REP.",GA,GINGREY,PHIL,REP.,0,1720,1049
H2GA11149,"GINGREY, PHILLIP J.",GA,GINGREY,PHILLIP,J.,0,1720,1049
H6GA06033,"GINGRICH, NEWT",GA,GINGRICH,NEWT,,0,441,1050
H6GA06033,"GINGRICH, NEWTON L",GA,GINGRICH,NEWTON,L,0,441,1050
H6GA06033,"GINGRICH, NEWTON LEROY",GA,GINGRICH,NEWTON,LEROY,0,441,1050
H2GA01140,"GINN, RONALD BRYAN JR",GA,GINN,RONALD,BRYAN JR,0,442,1051
H6GA01026,"GINN, RONALD ""BO""",GA,GINN,RONALD,"""BO""",0,442,1051
S4OH00010,"GLENN, JOHN",OH,GLENN,JOHN,,0,1339,1052
S4OH00010,"GLENN, JOHN H",OH,GLENN,JOHN,H,0,1339,1052
H6KS04041,"GLICKMAN, DANIEL R",KS,GLICKMAN,DANIEL,R,0,443,1053
H6KS04041,"GLICKMAN, DANIEL ROBERT",KS,GLICKMAN,DANIEL,ROBERT,0,443,1053
S0AZ00053,"GOLDWATER, BARRY M",AZ,GOLDWATER,BARRY,M,0,1340,1054
H6CA20020,"GOLDWATER, BARRY M JR",CA,GOLDWATER,BARRY,M JR,0,444,1055
S2CA00039,"GOLDWATER, BARRY M JR",CA,GOLDWATER,BARRY,M JR,0,444,1055
H8TX20077,"GONZALEZ, CHARLES A",TX,GONZALEZ,CHARLES,A,0,1555,1056
H8TX20077,"GONZALEZ, CHARLES A.",TX,GONZALEZ,CHARLES,A.,0,1555,1056
H6TX20022,"GONZALEZ, HENRY B",TX,GONZALEZ,HENRY,B,0,445,1057
H6VA05068,"GOODE, VIRGIL H JR",VA,GOODE,VIRGIL,H JR,0,1486,1058
H6VA05068,"GOODE, VIRGIL H. JR.",VA,GOODE,VIRGIL,H. JR.,0,1486,1058
S4VA00080,"GOODE, VIRGIL H JR",VA,GOODE,VIRGIL,H JR,0,1486,1058
H6PA19043,"GOODLING, WILLIAM F",PA,GOODLING,WILLIAM,F,0,447,1059
H4TN04015,"GORDON, BART",TN,GORDON,BART,,0,448,1061
